hdv1;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdv2;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdv3;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdv4;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdv5;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdv6;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdv7;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdv8;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdv9;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdva;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdvb;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdvc;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdvd;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdve;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hdvf;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
hvc1;HEVC;;High Efficiency Video Coding;http://www.itu.int/;;;;
hev1;HEVC;;High Efficiency Video Coding;http://www.itu.int/;;;;
icod;AIC;;Apple Intermediate Codec;http://www.apple.com/quicktime/download/standalone.html;;;YUV;4:2:0
j420;YUV;;;;;;YUV;4:2:0
jpeg;JPEG;;;http://www.apple.com/quicktime/download/standalone.html;;;;
kpcd;Photo CD;;;;;;;
LMP2;MPEG Video;;;;;;YUV;
M105;Matrox;;;http://www.matrox.com/;;;;
MMES;MPEG Video;;;;;;YUV;
mmes;MPEG Video;;;;;;YUV;
mjp2;JPEG 2000;;;;;;;
mjpa;JPEG;;;;;;;
mjpb;JPEG;;;;;;;
mp4v;MPEG-4 Visual;;;;;;;
mpeg;MPEG Video;;;;;;;
mx3n;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
mx3p;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
mx4n;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
mx4p;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
mx5n;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
mx5p;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
myuv;YUV;;;;;;YUV;4:2:0
ncpa;ProRes;;;http://www.apple.com/quicktime/download/standalone.html;Normal;;YUV;4:2:2
ovc1;VC-1;;Smooth Streaming Media Video;http://alexzambelli.com/blog/2009/02/10/smooth-streaming-architecture/;;;;
png ;PNG;;;;;;;
PIM1;MPEG Video;;;;;;YUV;
PIM2;MPEG Video;;;;;;YUV;
PNTG;MacPaint;;Apple MacPaint image format;http://www.apple.com/quicktime/download/standalone.html;;;;
raw ;RGB;;;http://www.apple.com/quicktime/download/standalone.html;;;RGB;
rle ;RLE;;;http://www.apple.com/quicktime/download/standalone.html;;;;
rpza;Road Pizza;;;http://www.apple.com/quicktime/download/standalone.html;;;;
s263;H.263;;;http://www.apple.com/quicktime/download/standalone.html;;;;
Shr0;SheerVideo;;Generic SheerVideo codec;http://www.bitjazz.com/;;;;
Shr1;SheerVideo;;SheerVideo RGB;http://www.bitjazz.com/;;;;
Shr2;SheerVideo;;SheerVideo Y'CbCr[A] 4:4:4;http://www.bitjazz.com/;;;;
Shr3;SheerVideo;;SheerVideo Y'CbCr 4:2:2;http://www.bitjazz.com/;;;;
Shr4;SheerVideo;;SheerVideo Y'CbCr 4:2:2;http://www.bitjazz.com/;;;;
SV10;Sorenson;;Sorenson Media Video R1;http://www.apple.com/quicktime/download/standalone.html;;;;
SVQ1;Sorenson 1;;Sorenson Media Video 1 (Apple QuickTime 3);http://www.apple.com/quicktime/download/standalone.html;;;;
SVQ2;Sorenson 2;;Sorenson Media Video 2 (Apple QuickTime 4);http://www.apple.com/quicktime/download/standalone.html;;;;
SVQ3;Sorenson 3;;Sorenson Media Video 3 (Apple QuickTime 5);http://www.apple.com/quicktime/download/standalone.html;;;;
v210;YUV;AJA Video Systems Xena;;;;;YUV;4:2:2
vc-1;VC-1;;SMPTE VC-1;http://www.smpte.org/;;;YUV;
WMV3;VC-1;WMV3;Windows Media Video 9;http://www.microsoft.com/windows/windowsmedia/format/codecdownload.aspx;;;;
WRLE;Bitmap;;Windows BMP image format;http://www.apple.com/quicktime/download/standalone.html;;;YUV;
xd50;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd51;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd52;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd53;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd54;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd55;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd56;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd57;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd58;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd59;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd5a;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd5b;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd5c;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd5d;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd5e;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xd5f;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdhd;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdh2;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdv0;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdv1;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdv2;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdv3;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdv4;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdv5;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdv6;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdv7;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdv8;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdv9;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdva;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdvb;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdvc;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdvd;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdve;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
xdvf;MPEG Video;;;http://www.apple.com/quicktime/download/standalone.html;;;YUV
yuv2;YUV;;;;;;YUV;4:2:2
yuvs;YUV;;;;;;YUV;4:2:2
yuvu;YUV;;;;;;YUV;4:2:2
yuvx;YUV;;;;;;YUV;4:2:2
