  Language_ISO639;cs
Genre_099;Akustická hudba
Genre_100;Humor
Genre_101;Mluvené slovo
Genre_102;Šanson
Genre_103;Opera
Genre_104;Komorní hudba
Genre_105;Sonáta
Genre_106;Symfonie
Genre_107;Booty Bass
Genre_108;Primus
Genre_109;Porn groove
Genre_110;Satira
Genre_111;Slow Jam
Genre_112;Klubová hudba
Genre_113;Tango
Genre_114;Samba
Genre_115;Folklore
Genre_116;Balada
Genre_117;Power Ballad
Genre_118;Rytmický soul
Genre_119;Freestyle
Genre_120;Duet
Genre_121;Punk Rock
Genre_122;Bicí sólo
Genre_123;A cappella
Genre_124;Euro-House
Genre_125;Dancehall
Genre_126;Goa
Genre_127;Drum & Bass
Genre_128;Club-House
Genre_129;Hardcore
Genre_130;Terror
Genre_131;Indie
Genre_132;Britpop
Genre_133;Afropunk
Genre_134;Polský punk
Genre_135;Beat
Genre_136;Křesťanský gangsta rap
Genre_137;Heavy metal
Genre_138;Black metal
Genre_139;Crossover
Genre_140;Současná křesťanská hudba
Genre_141;Křesťanský rock
Genre_142;Merengue
Genre_143;Salsa
Genre_144;Thrash metal
Genre_145;Anime
Genre_146;J-pop
Genre_147;Synthpop
Genre_148;Abstraktní hudba
Genre_149;Art rock
Genre_150;Baroko
Genre_151;Bhangra
Genre_152;Big beat
Genre_153;Breakbeat
Genre_154;Chillout
Genre_155;Downtempo
Genre_156;Dub
Genre_157;EBM
Genre_158;Eklektická hudba
Genre_159;Electro
Genre_160;Electroclash
Genre_161;Emo
Genre_162;Experimentální hudba
Genre_163;Garage
Genre_164;Globální hudba
Genre_165;IDM
Genre_166;Illbient
Genre_167;Industro-goth
Genre_168;Jam band
Genre_169;Krautrock
Genre_170;Leftfield
Genre_171;Lounge
Genre_172;Math rock
Genre_173;New romantic
Genre_174;Nu-breakz
Genre_175;Post-punk
Genre_176;Post-rock
Genre_177;Psytrance
Genre_178;Shoegaze
Genre_179;Space rock
Genre_180;Trop rock
Genre_181;World music
Genre_182;Neoklasická hudba
Genre_183;Audiokniha
Genre_184;Rozhlasová hra
Genre_185;Neue Deutsche Welle
Genre_186;Podcast
Genre_187;Indie rock
Genre_188;G-funk
Genre_189;Dubstep
Genre_190;Garage rock
Genre_191;Psybient
Geolocation_Permission_Title;Přístup k údajům o poloze
Geolocation_Permission_Summary;Ke čtení metadat o poloze z multimediálních souborů je nutné oprávnění Fotky a videa.
Geolocation_Permission_Help;Chcete-li povolit čtení metadat o poloze, postupujte na následující obrazovce takto:\n\n1. Otevřete Oprávnění\n2. Vyberte Fotky a videa\n3. Zvolte Povolit.
Go to WebSite;Přejít na web
Gop_OpenClosed;GOP, otevřená/uzavřená
Gop_OpenClosed_Closed;Uzavřená
Gop_OpenClosed_FirstFrame;GOP, otevřenost/uzavřenost prvního snímku
Gop_OpenClosed_Open;Otevřená
Graph;Graf
Group;Skupina
Grouping;Seskupení
GroupPreset;Předvolba skupiny
h; h
HDR_Format;Formát HDR
Header file;Vytvořit hlavičkový soubor
Height;Výška
Height_CleanAperture;Výška čistého obrazu
Height_Original;Původní výška
Help;Nápověda
HideOthers;Skrýt ostatní
Hint;Nápověda
HomeTheaterAvr;AVR domácího kina
How many audio streams?;Kolik zvukových streamů?
How many chapters streams?;Kolik streamů kapitol?
How many text streams?;Kolik textových streamů?
How many video streams?;Kolik streamů videa?
HTML;HTML
ID;ID
IdentClockStart;Začátek identifikačního odpočtu
IFrameInterval;Interval I-snímků
Image stream(s);Obrazové streamy
Image;Obrázek
Image_Codec_List;Kodeky obrazu
ImageCount;Počet obrazových streamů
ImmersiveStereo;Imerzivní stereo
Info;Informace
Instruments;Nástroje
IntegratedLoudness;Integrovaná hlasitost
IntegratedLoudness_Level;Integrovaná hlasitost (omezení podle úrovně)
IntegratedLoudness_Speech;Integrovaná hlasitost (omezení podle řeči)
InteractivityEnabled;Povolena interaktivita
Interlaced_BFF;Nejprve spodní půlsnímek
Interlaced_Interlaced;Prokládané
Interlaced_PPF;Progresivní
Interlaced_Progressive;Progresivní
Interlaced_TFF;Nejprve horní půlsnímek
Interlacement;Prokládání
Interleave_Duration;Proložení, doba trvání
Interleave_Preload;Proložení, doba předběžného načtení
Interleave_VideoFrames;Proložení, doba trvání ve snímcích
Interleaved;Proložené
InternetMediaType;Internetový typ média
IRCA;IRCA
ISBN;ISBN
ISRC;ISRC
IsStreamable;Lze streamovat
Keywords;Klíčová slova
Known codecs;Známé kodeky
Known formats;Známé formáty
Known parameters;Známé parametry
Label;Štítek
Language;Jazyk
Language_aa;Afarština
Language_ab;Abcházština
Language_ae;Avestánština
Language_af;Afrikánština
Language_ak;Akanština
Language_am;Amharština
Language_an;Aragonština
Language_ar;Arabština
Language_as;Ásámština
Language_av;Avarština
Language_ay;Ajmarština
Language_az;Ázerbájdžánština
Language_ba;Baškirština
Language_be;Běloruština
Language_bg;Bulharština
Language_bh;Bihárské jazyky
Language_bi;Bislamština
Language_bm;Bambarština
Language_bn;Bengálština
Language_bo;Tibetština
Language_br;Bretonština
Language_bs;Bosenština
Language_ca;Katalánština
Language_ce;Čečenština
Language_ch;Čamoro
Language_cmn;Mandarínská čínština
Language_co;Korsičtina
Language_cr;Kríjština
Language_cs;Čeština
Language_cu;Staroslověnština
Language_cv;Čuvaština
Language_cy;Velština
Language_da;Dánština
Language_de;Němčina
Language_dv;Maledivština
Language_dz;Dzongkä
Language_ee;Eweština
Language_el;Řečtina
Language_en;Angličtina
Language_en-gb;Angličtina (Velká Británie)
Language_en-us;Angličtina (USA)
Language_eo;Esperanto
Language_es;Španělština
Language_es-419;Španělština (Latinská Amerika)
Language_et;Estonština
Language_eu;Baskičtina
Language_fa;Perština
Language_ff;Fulbština
Language_fi;Finština
Language_fil;Filipínština
Language_fj;Fidžijština
Language_fo;Faerština
Language_fr;Francouzština
Language_fy;Fríština (západní)
Language_ga;Irština
Language_gd;Skotská gaelština
Language_gl;Galicijština
Language_gn;Guaranština
Language_gu;Gudžarátština
Language_gv;Manština
Language_ha;Hauština
Language_he;Hebrejština
Language_hi;Hindština
Language_ho;Hiri motu
Language_hr;Chorvatština
Language_ht;Haitština
Language_hu;Maďarština
Language_hy;Arménština
Language_hy-az;Arménština (Ázerbájdžán)
Language_hz;Hererština
Language_ia;Interlingua
Language_id;Indonéština
Language_ie;Interlingue
Language_ig;Igboština
Language_ii;Iština (sečuánská)
Language_ik;Inupiakština
Language_Info;Informace o jazyce
Language_io;Ido
Language_is;Islandština
Language_it;Italština
Language_iu;Inuktitutština
Language_ja;Japonština
